dataset_name,description,resource_type,metadata_created_date,identifier,doi,publisher,maintainer,a_id,data_last_modified,public_access,data_first_published
"Lithium observations, machine-learning predictions, and mass estimates from the Smackover Formation brines in southern Arkansas","Global demand for lithium, the primary component of lithium-ion batteries, greatly exceeds known supplies and this imbalance is expected to increase as the world transitions away from fossil fuel energy...",Dataset,"August 25, 2024",USGS:65395410d34ee4b6e05bbc08,Not available,U.S. Geological Survey,Katherine J Knierim,http://datainventory.doi.gov/id/dataset/d83f6da8a61af0d03e9d13950a1240a6,20240821,public,Not available
Trojan Detection Software Challenge - nlp-question-answering-sep2021-test,"Round 8 Test DatasetThis is the training data used to construct and evaluate trojan detection software solutions. This data, generated at NIST, consists of natural language processing (NLP) AIs trained...",Dataset,"February 3, 2022",ark:/88434/mds2-2536,Not available,National Institute of Standards and Technology,Michael Paul Majurski,Not available,2021-08-09 00:00:00,public,2022-01-26
National Strategic Computing Initiative Update: Pioneering the Future of Computing,"The National Strategic Computing Initiative Update builds on the 2016 Strategic Computing Plan to enable focused and collaborative research, development, and deployment of future computing technologies to benefit the Nation....",Dataset,"November 12, 2020",000-000-097,Not available,NCO NITRD,Craig Schlenoff,Not available,2019-11-14,public,Not available
BUTTER - Empirical Deep Learning Dataset,"The BUTTER Empirical Deep Learning Dataset represents an empirical study of the deep learning phenomena on dense fully connected networks, scanning across thirteen datasets, eight network shapes, fourteen depths, twenty-three...",Dataset,"June 16, 2022",https://data.openei.org/submissions/5708,Not available,National Renewable Energy Laboratory,Charles Edison Tripp,Not available,2024-01-02T19:42:28Z,public,2022-05-20T06:00:00Z
Geothermal resource favorability: select features and predictions for the western United States curated for DOI 10.1016/j.geothermics.2023.102662,"The data contained herein are five input features (i.e., heat flow, distance to the nearest quaternary fault, distance to the nearest quaternary magma body, seismic event density, maximum horizontal stress)...",Dataset,"June 1, 2023",USGS:63090a9cd34e3b967a8c19c4,Not available,U.S. Geological Survey,Stanley P Mordensky,http://datainventory.doi.gov/id/dataset/51ea1ebd76bc054fb26bdfb76ad41616,20230209,public,Not available
Challenge Round 0 (Dry Run) Test Dataset,This dataset was an initial test harness infrastructure test for the TrojAI program. It should not be used for research. Please use the more refined datasets generated for the other...,Dataset,"March 11, 2021",ark:/88434/mds2-2175,Not available,National Institute of Standards and Technology,Michael Paul Majurski,Not available,2020-02-04 00:00:00,public,2020-02-07
"Characterizing cleft palate toxicants using ToxCast data, chemical structure, and the biomedical literature","A data set of 500 chemicals evaluated for their ability to induce cleft palate in animal prenatal developmental studies was compiled from Toxicity Reference Database and the biomedical literature, which...",Not available,"November 12, 2020",Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available
Theory aware Machine Learning (TaML),"A code repository and accompanying data for incorporating imperfect theory into machine learning for improved prediction and explainability. Specifically, it focuses on the case study of the dimensions of a...",Not available,"June 22, 2022",Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available
"Methane and carbon dioxide emission rates from reservoirs in Ohio, Kentucky, and Indiana","This dataset contains methane and carbon dioxide emission rates measured in 32 reservoirs distributed across Ohio, Kentucky, and Indiana. Ancillary environmental data including reservoir morphology, watershed characteristics, and water chemistry...",Not available,"January 5, 2021",Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available
Time series analysis of wintertime O3 and NOx formation,Concentrations of 11 species are reported from continuous measurements taken during a wintertime field study in Utah. Time series data for measured species generally displayed strong diurnal patterns. Six species...,Not available,"November 12, 2020",Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available
REMI: Resource for Materials Informatics,"The REsource for Materials Informatics (REMI) will host a diverse collection of scripting notebooks (Jupyter, Matlab LiveScripts, etc.) for collecting, pre-processing, analyzing, and visualizing materials data. Notebooks are curated using...",Dataset,"March 11, 2021",ark:/88434/mds2-2306,Not available,National Institute of Standards and Technology,Aaron Gilad Kusne,Not available,2020-09-25 00:00:00,public,2020-10-23
Predictive soil property map: Clay content,These data were compiled to demonstrate new predictive mapping approaches and provide comprehensive gridded 30-meter resolution soil property maps for the Colorado River Basin above Hoover Dam. Random forest models...,Dataset,"June 1, 2023",USGS:5e90b1aa82ce172707ed639c,Not available,U.S. Geological Survey,Travis W Nauman,http://datainventory.doi.gov/id/dataset/1f9ee5fdae3457ad3f387186fd12f86f,20200827,public,Not available
Machine-learning model predictions and groundwater-quality rasters of specific conductance in aquifers of the Mississippi Embayment,"Groundwater is a vital resource in the Mississippi embayment of the central United States. An innovative approach using machine learning (ML) was employed to predict groundwater salinity—including specific conductance (SC),...",Dataset,"June 1, 2023",USGS:5df7f6c1e4b0cdded7393fb0,Not available,U.S. Geological Survey,Katherine J. Knierim,http://datainventory.doi.gov/id/dataset/d83ad398d9d6bca328a74881b88abce8,20200821,public,Not available
A comparison of machine learning approaches for predicting hepatotoxicity potential using chemical structure and targeted transcriptomic data,"Supplementary data for ""Tia Tate, Grace Patlewicz, Imran Shah, A comparison of machine learning approaches for predicting hepatotoxicity potential using chemical structure and targeted transcriptomic data, Computational Toxicology, Volume 29,...",Not available,"May 12, 2024",Not available,Not available,Not available,Not available,Not available,Not available,Not available,Not available
"Statistical predictions of groundwater levels and related spatial diagnostics for the Mississippi River Valley alluvial aquifer from the mmlMRVAgen1 statistical machine-learning software, GeoTIFF formatted","A multiple machine-learning model (Asquith and Killian, 2024) implementing Cubist and Random Forest regressions was used to predict monthly mean groundwater levels through time for the available years described in...",Dataset,"September 1, 2024",USGS:65f30833d34e9853bbf0cb2b,Not available,U.S. Geological Survey,Courtney D. Killian,http://datainventory.doi.gov/id/dataset/6ca29e0a7748b1cf3d3f93876eb7de8b,20240830,public,Not available
Utah FORGE 3-2535: Preliminary Report on Development of a Reservoir Seismic Velocity Model,This report describes the development of a preliminary 3D seismic velocity model at the Utah FORGE site and first results from estimating seismic resolution in the generated fracture volume during...,Dataset,"January 11, 2025",https://data.openei.org/submissions/7564,Not available,Array Information Technology,Roland Gritto,Not available,2024-08-22T15:54:19Z,public,2023-01-30T07:00:00Z
Walleye Thermal Optical Habitat Area (TOHA) of selected Minnesota lakes: 2 Water temperature observations,Observed water temperatures from 1980-2018 were compiled for 877 lakes in Minnesota (USA). There were four lakes included in this data release that did not have temperature observations available at...,Dataset,"June 1, 2023",USGS:5e5d0b68e4b01d50924f2b32,Not available,U.S. Geological Survey,Jordan S. Read,http://datainventory.doi.gov/id/dataset/05ed0803178414509925a182a602a4e2,20210721,public,Not available
Split phase inverter data,The increase in power electronic based generation sources require accurate modeling of inverters. Accurate modeling requires experimental data over wider operation range. We used 8.35 kW off-the-shelf grid following split...,Dataset,"January 12, 2025",https://data.openei.org/submissions/8264,Not available,Power Systems Engineering,Kumaraguru Prabakar,Not available,2024-12-18T17:36:27Z,public,2023-03-23T16:58:28Z
Fuel Cell Inverter Dataset,"This data set contains the three phase AC voltage, three phase AC current, DC voltage and DC current. These data sets were captured during fuel cell inverter operation in grid-connected...",Dataset,"January 12, 2025",https://data.openei.org/submissions/8297,Not available,National Renewable Energy Laboratory,Kumaraguru Prabakar,Not available,2024-12-18T21:39:11Z,public,2024-10-21T16:38:36Z
Walleye Thermal Optical Habitat Area (TOHA) of selected Minnesota lakes: 1 Lake information for 881 lakes,"This dataset provides shapefile outlines of the 881 lakes that had temperature modeled as part of this study. The format is a shapefile for all lakes combined (.shp, .shx, .dbf,...",Dataset,"June 1, 2023",USGS:5e5c1c1ce4b01d50924f27e7,Not available,U.S. Geological Survey,Jordan S. Read,http://datainventory.doi.gov/id/dataset/0169d606a35ee16b66cd69c167dd392c,20210721,public,Not available
GOOML Big Kahuna Forecast Modeling and Genetic Optimization Files,"This submission includes example files associated with the Geothermal Operational Optimization using Machine Learning (GOOML) Big Kahuna fictional power plant, which uses synthetic data to model a fictional power plant....",Dataset,"January 11, 2025",https://data.openei.org/submissions/7432,Not available,Upflow,Paul Siratovich,Not available,2021-11-24T22:37:44Z,public,2021-06-30T06:00:00Z
Topology-Based Machine-Learning for Modeling Power-System Responses to Contingencies,"This is the companion dataset to the presentation NREL/PR-6A20-77485, which was presented at the 2020 Joint Statistical Meeting on August 3, 2020. Developed for the machine-learning predictive modeling of power-system...",Dataset,"January 11, 2025",https://data.openei.org/submissions/8208,Not available,NREL,Brian W Bush,Not available,2024-12-18T17:36:27Z,public,2020-08-01T14:43:34Z
PV inverter experimental dataset version 2 with 100 percent power,The increase in power electronic based generation sources require accurate modeling of inverters. Accurate modeling requires experimental data over wider operation range. We used 20 kW off-the-shelf grid following PV...,Dataset,"January 12, 2025",https://data.openei.org/submissions/8268,Not available,Power Systems Engineering,Kumaraguru Prabakar,Not available,2024-12-18T17:36:27Z,public,2023-11-10T20:46:44Z
